AttributeColumn,Match,Analyte,StdUnits
Hf_AQR64_ppm_0_0_1,Start_sep,Hf,PPM
Hf_AQRICP_ppm_0_0_1,Start_sep,Hf,PPM
Hf_AR10MS_ppm,Start_sep,Hf,PPM
Hf_AR10_MS_ppm,Start_sep,Hf,PPM
Hf_AR25/MS_C,Start_sep,Hf,PPM
Hf_AR25/MS_F,Start_sep,Hf,PPM
Hf_AR25/MS_K,Start_sep,Hf,PPM
Hf_AR25/MS_ppm,Start_sep,Hf,PPM
Hf_AR25/MS_ppm_0,Start_sep,Hf,PPM
Hf_AR25MS_ppm,Start_sep,Hf,PPM
Hf_AR25_ppm,Start_sep,Hf,PPM
Hf_ARU25MS_ppm,Start_sep,Hf,PPM
Hf_AR_ppm,Start_sep,Hf,PPM
Hf_AT/MS_ppm,Start_sep,Hf,PPM
Hf_ATMS_ppm,Start_sep,Hf,PPM
Hf_B25/MS_ppm_0_0_01,Start_sep,Hf,PPM
Hf_B25MS_ppm,Start_sep,Hf,PPM
Hf_BG_MS_ppb,Start_sep,Hf,PPM
Hf_BVegMS_ppb,Start_sep,Hf,PPM
Hf_EL_ppb,Start_sep,Hf,PPM
Hf_Error,Confidence,NULL,NULL
Hf_FB6MS_ppm,Start_sep,Hf,PPM
Hf_FP6MS_ppm,Start_sep,Hf,PPM
Hf_FSMS105_ppm,Start_sep,Hf,PPM
Hf_HFICPUT4_ppm,Start_sep,Hf,PPM
Hf_HFICP_ppm,Start_sep,Hf,PPM
Hf_HFICP_ppm_0_0_1,Start_sep,Hf,PPM
Hf_ICP302_ppm,Start_sep,Hf,PPM
Hf_ICP40Q_PPM,Start_sep,Hf,PPM
Hf_ICP40Q_PPM_dsc,Start_sep,Hf,PPM
Hf_ICP40Q_ppm,Start_sep,Hf,PPM
Hf_ICP_ppm,Start_sep,Hf,PPM
Hf_IMS40Q,Start_sep,Hf,PPM
Hf_IMS40Q_,Start_sep,Hf,PPM
Hf_IMS40Q_PPM,Start_sep,Hf,PPM
Hf_LA,Start_sep,Hf,PPM
Hf_LA101_ppm,Start_sep,Hf,PPM
Hf_LTBIMS_ppm,Start_sep,Hf,PPM
Hf_LowerLimit,Confidence,NULL,NULL
Hf_MA-ICPMS-AES_ppm,Start_sep,Hf,PPM
Hf_MA4031_ppm,Start_sep,Hf,PPM
Hf_MA40MS_ppm,Start_sep,Hf,PPM
Hf_MA40_MS,Start_sep,Hf,PPM
Hf_MA40_MS_ppm,Start_sep,Hf,PPM
Hf_MA_PPM,Start_sep,Hf,PPM
Hf_ME-MS41,Start_sep,Hf,PPM
Hf_ME-MS41_ppm,Start_sep,Hf,PPM
Hf_ME-MS61,Start_sep,Hf,PPM
Hf_ME-MS61_ppm,Start_sep,Hf,PPM
Hf_ME-MS61r,Start_sep,Hf,PPM
Hf_ME-MS81_ppm,Start_sep,Hf,PPM
Hf_MEMS41_ppm,Start_sep,Hf,PPM
Hf_MEMS61_ppm,Start_sep,Hf,PPM
Hf_MEMS61_ppm_DSC,Start_sep,Hf,PPM
Hf_MEMS61_ppm_dsc,Start_sep,Hf,PPM
Hf_ME_MS41_ppm,Start_sep,Hf,PPM
Hf_ME_MS61_ppm,Start_sep,Hf,PPM
Hf_ME_MS85_ppm,Start_sep,Hf,PPM
Hf_MS,Start_sep,Hf,PPM
Hf_MS61,Start_sep,Hf,PPM
Hf_MS61_ppm,Start_sep,Hf,PPM
Hf_MS81,Start_sep,Hf,PPM
Hf_MS_ppm,Start_sep,Hf,PPM
Hf_Me,Start_sep,Hf,PPM
Hf_Meth,Start_sep,Hf,PPM
Hf_N701_0,Start_sep,Hf,PPM
Hf_N702,Start_sep,Hf,PPM
Hf_PPM_4A-ICPMS,Start_sep,Hf,PPM
Hf_PPM_MA-ICPMS_GENALYS,Start_sep,Hf,PPM
Hf_Q-AR1MS_ppm_0_0_2,Start_sep,Hf,PPM
Hf_TMHF_ppm,Start_sep,Hf,PPM
Hf_TMSHF_ppm,Start_sep,Hf,PPM
Hf_Total_ppm,Start_sep,Hf,PPM
Hf_UNKN_ppm,Start_sep,Hf,PPM
Hf_UNK_ppm,Start_sep,Hf,PPM
Hf_Unkn_Unkn_0,Start_sep,Hf,PPM
Hf_XRF3,Start_sep,Hf,PPM
Hf___ppm_,Start_sep,Hf,PPM
Hf_naa,Start_sep,Hf,PPM
Hf_partial_ppm,Start_sep,Hf,PPM
Hf_ppb,Start_sep,Hf,PPM
Hf_ppbMEMS23,Start_sep,Hf,PPM
Hf_ppb_BGMS,Start_sep,Hf,PPM
Hf_ppm,Start_sep,Hf,PPM
Hf_ppm  AQR64,Start_sep,Hf,PPM
Hf_ppm (0.02ppm),Start_sep,Hf,PPM
Hf_ppm_,Start_sep,Hf,PPM
Hf_ppm_0.05_4A/MS,Start_sep,Hf,PPM
Hf_ppm_1FMS,Start_sep,Hf,PPM
Hf_ppm_4A_MS,Start_sep,Hf,PPM
Hf_ppm_4BWR,Start_sep,Hf,PPM
Hf_ppm_AR25/MS,Start_sep,Hf,PPM
Hf_ppm_ARU25_MS,Start_sep,Hf,PPM
Hf_ppm_BES,Start_sep,Hf,PPM
Hf_ppm_BEST,Start_sep,Hf,PPM
Hf_ppm_BESTEL,Start_sep,Hf,PPM
Hf_ppm_BEST_NAME,Start_sep,Hf,PPM
Hf_ppm_BEST_TOT,Start_sep,Hf,PPM
Hf_ppm_ICP,Start_sep,Hf,PPM
Hf_ppm_ME-MS41,Start_sep,Hf,PPM
Hf_ppm_ME-MS41L,Start_sep,Hf,PPM
Hf_ppm_ME-MS61L,Start_sep,Hf,PPM
Hf_ppm_MS41L,Start_sep,Hf,PPM
Hf_ppm_d,Start_sep,Hf,PPM
Hf_ppmpref,Start_sep,Hf,PPM
Hfppb,Start_Conc,Hf,PPM
HfppmN,Start_Conc,Hf,PPM
Hfppm_AR25/MS,Start_Conc,Hf,PPM
Hfppm_B25/MS,Start_Conc,Hf,PPM
Hg,Exact,Hg,PPM
Hg  +/-,Confidence,NULL,NULL
Hg (),Start_sep,Hg,PPM
Hg (ppb),Start_sep,Hg,PPM
Hg (ppm),Start_sep,Hg,PPM
Hg +/-,Confidence,NULL,NULL
Hg 1,Start_sep,Hg,PPM
Hg BLEG,Start_sep,Hg,PPM
Hg CN2,Start_sep,Hg,PPM
Hg Concentration,Start_sep,Hg,PPM
Hg Confidance 2SD,Confidence,NULL,NULL
Hg Confidance 2SD 2 ?,Confidence,NULL,NULL
Hg Cv,Start_sep,Hg,PPM
Hg Error,Confidence,NULL,NULL
Hg Error 1s,Confidence,NULL,NULL
Hg Error 2 ?,Confidence,NULL,NULL
Hg LOD,Start_sep,Hg,PPM
Hg MMI-M PPB,Start_sep,Hg,PPM
Hg Plot-ppb_ME-MS23,Start_sep,Hg,PPM
Hg plusminus,Confidence,NULL,NULL
Hg ppb,Start_sep,Hg,PPM
Hg ppb 0.1 ME-MS23,Start_sep,Hg,PPM
Hg ppm,Start_sep,Hg,PPM
Hg ppm  HFICP,Start_sep,Hg,PPM
Hg ppm ME-MS41,Start_sep,Hg,PPM
Hg(CN2),Start_sep,Hg,PPM
Hg(cv),Start_sep,Hg,PPM
Hg+/-,Confidence,NULL,NULL
Hg-1,Start_sep,Hg,PPM
Hg-1VE-ACME-1,Start_sep,Hg,PPM
Hg-2,Start_sep,Hg,PPM
Hg-AR102-ULTRA-10,Start_sep,Hg,PPM
Hg-ICP41-ppm,Start_sep,Hg,PPM
Hg-ppm,Start_sep,Hg,PPM
Hg-ppm_ME-MS42,Start_sep,Hg,PPM
Hg-ppm_ME-MS43,Start_sep,Hg,PPM
Hg1,Start_num,Hg,PPM
Hg1AR305ppb10,Unmatched,NULL,NULL
Hg2,Start_num,Hg,PPM
Hg202,Start_num,Hg,PPM
Hg3,Start_num,Hg,PPM
Hg4,Start_num,Hg,PPM
HgAR102ppb_01,Unmatched,NULL,NULL
HgAR102ppm_01,Unmatched,NULL,NULL
HgGN801ppm5,Unmatched,NULL,NULL
HgM25MSppm_05,Unmatched,NULL,NULL
HgM50MSppm_05,Unmatched,NULL,NULL
HgPPM,Start_Conc,Hg,PPM
HgR1,Unmatched,NULL,NULL
Hg_,Start_sep,Hg,PPM
Hg_+/-,Confidence,NULL,NULL
Hg_0,Start_sep,Hg,PPM
Hg_0_ACME_GROUP 1VE_ppb_LDL1,Start_sep,Hg,PPM
Hg_0_ppm,Start_sep,Hg,PPM
Hg_1,Start_sep,Hg,PPM
Hg_100,Start_sep,Hg,PPM
Hg_101,Start_sep,Hg,PPM
Hg_1011,Start_sep,Hg,PPM
Hg_1?,Start_sep,Hg,PPM
Hg_1DX15_p,Start_sep,Hg,PPM
Hg_1DX15_ppm,Start_sep,Hg,PPM
Hg_2,Start_sep,Hg,PPM
Hg_20EX1_MS_ppm,Start_sep,Hg,PPM
Hg_20Q0D_ppm,Start_sep,Hg,PPM
Hg_3,Start_sep,Hg,PPM
Hg_3?,Start_sep,Hg,PPM
Hg_4,Start_sep,Hg,PPM
Hg_40Q0D_ppm,Start_sep,Hg,PPM
Hg_82Q0D_ppm,Start_sep,Hg,PPM
Hg_87Q0D_ppm,Start_sep,Hg,PPM
Hg_9,Start_sep,Hg,PPM
Hg_A,Start_sep,Hg,PPM
Hg_AG_PPB,Start_sep,Hg,PPM
Hg_AQ201_PPM,Start_sep,Hg,PPM
Hg_AQR64C_ppm,Start_sep,Hg,PPM
Hg_AQR64_ppm,Start_sep,Hg,PPM
Hg_AQR64_ppm_0_0_01,Start_sep,Hg,PPM
Hg_AQRICP_ppm_0_0_01,Start_sep,Hg,PPM
Hg_AQRIMS_ppm,Start_sep,Hg,PPM
Hg_AQRPGE_ppb_0_0_1,Start_sep,Hg,PPM
Hg_AR102_ppm,Start_sep,Hg,PPM
Hg_AR102_ppm_0,Start_sep,Hg,PPM
Hg_AR25/MS_C,Start_sep,Hg,PPM
Hg_AR25/MS_F,Start_sep,Hg,PPM
Hg_AR25/MS_K,Start_sep,Hg,PPM
Hg_AR25/MS_ppm,Start_sep,Hg,PPM
Hg_AR25MS_ppm,Start_sep,Hg,PPM
Hg_AR25_ppm,Start_sep,Hg,PPM
Hg_AR305_ppb,Start_sep,Hg,PPM
Hg_AR305_ppm,Start_sep,Hg,PPM
Hg_AR_ppm,Start_sep,Hg,PPM
Hg_B,Start_sep,Hg,PPM
Hg_B25/MS_ppm_0_0_02,Start_sep,Hg,PPM
Hg_BLEG A_ppb_0,Start_sep,Hg,PPM
Hg_BVegMS_ppb,Start_sep,Hg,PPM
Hg_C,Start_sep,Hg,PPM
Hg_CL-ICPMS_ppm,Start_sep,Hg,PPM
Hg_CM-CVAP_ppm,Start_sep,Hg,PPM
Hg_CM/CVAP_ppm,Start_sep,Hg,PPM
Hg_CN2_ppb,Start_sep,Hg,PPM
Hg_CN_ppb,Start_sep,Hg,PPM
Hg_Cvap,Start_sep,Hg,PPM
Hg_D,Start_sep,Hg,PPM
Hg_DLUnits,Start_sep,Hg,PPM
Hg_Error,Confidence,NULL,NULL
Hg_Errror,Confidence,NULL,NULL
Hg_HFICPUT4_ppm,Start_sep,Hg,PPM
Hg_HFICP_ppm,Start_sep,Hg,PPM
Hg_HG1CV_ppb,Start_sep,Hg,PPM
Hg_HG_ICPMS_ppm,Start_sep,Hg,PPM
Hg_HHXRF_ppm,Start_sep,Hg,PPM
Hg_HXRF_ppm,Start_sep,Hg,PPM
Hg_HYD,Start_sep,Hg,PPM
Hg_ICP12S_ppm,Start_sep,Hg,PPM
Hg_ICP303_ppb,Start_sep,Hg,PPM
Hg_ICP303_ppm,Start_sep,Hg,PPM
Hg_ICPMS_ppm,Start_sep,Hg,PPM
Hg_ICP_ppm_0,Start_sep,Hg,PPM
Hg_LowerLimit,Confidence,NULL,NULL
Hg_MAR01M_ppm,Start_sep,Hg,PPM
Hg_ME-MS41,Start_sep,Hg,PPM
Hg_ME-MS41_ppm,Start_sep,Hg,PPM
Hg_ME-MS42_ppm,Start_sep,Hg,PPM
Hg_MEMS41_ppm,Start_sep,Hg,PPM
Hg_ME_ICP43_ppm,Start_sep,Hg,PPM
Hg_ME_MS41_ppm,Start_sep,Hg,PPM
Hg_ME_MS43I_ppm,Start_sep,Hg,PPM
Hg_MMA01MS_ppm,Start_sep,Hg,PPM
Hg_MMI_M_ppb,Start_sep,Hg,PPM
Hg_MS,Start_sep,Hg,PPM
Hg_MS42,Start_sep,Hg,PPM
Hg_MS_ppb_0,Start_sep,Hg,PPM
Hg_MS_ppm,Start_sep,Hg,PPM
Hg_Mar01_ppm,Start_sep,Hg,PPM
Hg_Me,Start_sep,Hg,PPM
Hg_NITON_Err_ppm,Confidence,NULL,NULL
Hg_NITON_ppm,Start_sep,Hg,PPM
Hg_PERCENT,Start_sep,Hg,PPM
Hg_PXRFS_ppm,Start_sep,Hg,PPM
Hg_Partial_ppm,Start_sep,Hg,PPM
Hg_Q-AR1MS_ppm_0_0_01,Start_sep,Hg,PPM
Hg_Range,Start_sep,Hg,PPM
Hg_Rpt0_AR102_ppm,Start_sep,Hg,PPM
Hg_Rpt0_ME-ICP41_ppm,Start_sep,Hg,PPM
Hg_Soil3Beam_ERROR,Confidence,NULL,NULL
Hg_Soil3Beam_ppm,Start_sep,Hg,PPM
Hg_Soil3Beam_ppm_0,Start_sep,Hg,PPM
Hg_TMHF_ppm,Start_sep,Hg,PPM
Hg_TMSHF_ppm,Start_sep,Hg,PPM
Hg_Total_ppm,Start_sep,Hg,PPM
Hg_XRF_ERROR_ppm,Confidence,NULL,NULL
Hg_XRF_error,Confidence,NULL,NULL
Hg_XRF_ppm,Start_sep,Hg,PPM
Hg____,Start_sep,Hg,PPM
Hg____Error,Confidence,NULL,NULL
Hg__ppb,Start_sep,Hg,PPM
Hg_cv_ppm,Start_sep,Hg,PPM
Hg_detection_limit,Confidence,NULL,NULL
Hg_eHHXRF_ppm,Start_sep,Hg,PPM
Hg_error,Confidence,NULL,NULL
Hg_pXRF_ERROR,Confidence,NULL,NULL
Hg_pXRF_ppm,Start_sep,Hg,PPM
Hg_ppb,Start_sep,Hg,PPM
Hg_ppbMEMS23,Start_sep,Hg,PPM
Hg_ppb_1FMS,Start_sep,Hg,PPM
Hg_ppb_AR305,Start_sep,Hg,PPM
Hg_ppb_BGMS,Start_sep,Hg,PPM
Hg_ppb_CN,Start_sep,Hg,PPM
Hg_ppm,Start_sep,Hg,PPM
Hg_ppm  AQR64,Start_sep,Hg,PPM
Hg_ppm (0.01ppm),Start_sep,Hg,PPM
Hg_ppm_0_01,Start_sep,Hg,PPM
Hg_ppm_AR01_MS,Start_sep,Hg,PPM
Hg_ppm_ARU25_MS,Start_sep,Hg,PPM
Hg_ppm_BES,Start_sep,Hg,PPM
Hg_ppm_BEST,Start_sep,Hg,PPM
Hg_ppm_BEST_NAME,Start_sep,Hg,PPM
Hg_ppm_BEST_TOT,Start_sep,Hg,PPM
Hg_ppm_Error,Confidence,NULL,NULL
Hg_ppm_Error_XRF,Confidence,NULL,NULL
Hg_ppm_ME-MS41,Start_sep,Hg,PPM
Hg_ppm_ME-MS41L,Start_sep,Hg,PPM
Hg_ppm_MEICP41,Start_sep,Hg,PPM
Hg_ppm_MS41L,Start_sep,Hg,PPM
Hg_ppm_Soil3Beam,Start_sep,Hg,PPM
Hg_ppm_error,Confidence,NULL,NULL
Hg_ppm_range,Start_sep,Hg,PPM
Hg_rHHXRF_ppm,Start_sep,Hg,PPM
Hg_range,Start_sep,Hg,PPM
Hg_xrf,Start_sep,Hg,PPM
Hgppb,Start_Conc,Hg,PPM
Hgppb_CN2/MS,Start_Conc,Hg,PPM
Hgppm,Start_Conc,Hg,PPM
HgppmN,Start_Conc,Hg,PPM
Hgppm_AR25/MS,Start_Conc,Hg,PPM
Hgppm_B25/MS,Start_Conc,Hg,PPM
Hi_Ti_oxide,Unmatched,NULL,NULL
Hmin,Unmatched,NULL,NULL
Hmin_est,Unmatched,NULL,NULL
Ho,Exact,Ho,PPM
Ho               In,Start_sep,Ho,PPM
Ho (2),Start_sep,Ho,PPM
Ho (ppb),Start_sep,Ho,PPM
Ho (ppm),Start_sep,Ho,PPM
Ho -   ICPMS,Start_sep,Ho,PPM
Ho A/MS,Start_sep,Ho,PPM
Ho ppb 0.1 ME-MS23,Start_sep,Ho,PPM
Ho ppm,Start_sep,Ho,PPM
Ho ppm  HFICP,Start_sep,Ho,PPM
Ho ppm II,Start_sep,Ho,PPM
Ho(100),Start_sep,Ho,PPM
Ho(CS),Start_sep,Ho,PPM
Ho(S),Start_sep,Ho,PPM
Ho-ICPMS,Start_sep,Ho,PPM
Ho-IMS40Q,Start_sep,Ho,PPM
Ho-Rp1,Start_sep,Ho,PPM
Ho-ppb_ME-MS23,Start_sep,Ho,PPM
Ho-ppm_ME-MS61r,Start_sep,Ho,PPM
Ho-ppm_ME-MS81,Start_sep,Ho,PPM
Ho1,Start_num,Ho,PPM
Ho165,Start_num,Ho,PPM
Ho2O3,Exact,Ho2O3,PPM
Ho2O3_CALC_ppm,Start_sep,Ho2O3,PPM
HoA/MSppm_01,Unmatched,NULL,NULL
HoA/MSppm_1,Unmatched,NULL,NULL
HoICP302ppm_02,Unmatched,NULL,NULL
HoICP304ppm_2,Unmatched,NULL,NULL
HoM50MSppm,Unmatched,NULL,NULL
HoM50MSppm_02,Unmatched,NULL,NULL
HoPPM,Start_Conc,Ho,PPM
HoR1,Unmatched,NULL,NULL
HoR2,Unmatched,NULL,NULL
Ho_00MXB_ppm,Start_sep,Ho,PPM
Ho_00ZZZ_ppm,Start_sep,Ho,PPM
Ho_100,Start_sep,Ho,PPM
Ho_101,Start_sep,Ho,PPM
Ho_2,Start_sep,Ho,PPM
Ho_4A/MS_ppm,Start_sep,Ho,PPM
Ho_4AMS_ppm,Start_sep,Ho,PPM
Ho_9,Start_sep,Ho,PPM
Ho_ACID,Start_sep,Ho,PPM
Ho_AQR64C_ppm,Start_sep,Ho,PPM
Ho_AQR64_ppm,Start_sep,Ho,PPM
Ho_AQR64_ppm_0_0_1,Start_sep,Ho,PPM
Ho_AQRICP_ppb_0_100,Start_sep,Ho,PPM
Ho_AQRICP_ppm_0_0_1,Start_sep,Ho,PPM
Ho_AR10MS_ppm,Start_sep,Ho,PPM
Ho_AR10_MS_ppm,Start_sep,Ho,PPM
Ho_AR25/MS_C,Start_sep,Ho,PPM
Ho_AR25/MS_F,Start_sep,Ho,PPM
Ho_AR25/MS_K,Start_sep,Ho,PPM
Ho_AR25/MS_ppm,Start_sep,Ho,PPM
Ho_AR25MS_ppm,Start_sep,Ho,PPM
Ho_AR25_ppm,Start_sep,Ho,PPM
Ho_ARU25MS_ppm,Start_sep,Ho,PPM
Ho_ATMS_ppm,Start_sep,Ho,PPM
Ho_AT_MS_p,Start_sep,Ho,PPM
Ho_AT_MS_ppm,Start_sep,Ho,PPM
Ho_B25/MS_ppb_0_10,Start_sep,Ho,PPM
Ho_B25MS_ppm,Start_sep,Ho,PPM
Ho_BG_MS_ppb,Start_sep,Ho,PPM
Ho_BVegMS_ppb,Start_sep,Ho,PPM
Ho_DXMS_ppm,Start_sep,Ho,PPM
Ho_FB6MS_ppm,Start_sep,Ho,PPM
Ho_FP6MS_ppm,Start_sep,Ho,PPM
Ho_FSMS105_ppm,Start_sep,Ho,PPM
Ho_FUS,Start_sep,Ho,PPM
Ho_HFICPUT4_ppm,Start_sep,Ho,PPM
Ho_HFICP_ppm,Start_sep,Ho,PPM
Ho_HFICP_ppm_0_0_1,Start_sep,Ho,PPM
Ho_ICP302_ppm,Start_sep,Ho,PPM
Ho_ICP_ppm,Start_sep,Ho,PPM
Ho_IMS40Q,Start_sep,Ho,PPM
Ho_IMS40Q_,Start_sep,Ho,PPM
Ho_IMS40Q_0#05_500_PPM,Start_sep,Ho,PPM
Ho_IMS40Q_PPM,Start_sep,Ho,PPM
Ho_LA,Start_sep,Ho,PPM
Ho_LA101_ppm,Start_sep,Ho,PPM
Ho_LA_ppm,Start_sep,Ho,PPM
Ho_LTBIMS_ppm,Start_sep,Ho,PPM
Ho_LowerLimit,Confidence,NULL,NULL
Ho_MA102_ppm,Start_sep,Ho,PPM
Ho_MA4031_ppm,Start_sep,Ho,PPM
Ho_MA40MS_ppm,Start_sep,Ho,PPM
Ho_MA40_MS,Start_sep,Ho,PPM
Ho_MA40_MS_ppm,Start_sep,Ho,PPM
Ho_MA_PPM,Start_sep,Ho,PPM
Ho_ME-MS61r,Start_sep,Ho,PPM
Ho_ME-MS81_ppm,Start_sep,Ho,PPM
Ho_ME_MS85_ppm,Start_sep,Ho,PPM
Ho_MS81,Start_sep,Ho,PPM
Ho_Me,Start_sep,Ho,PPM
Ho_PPM_4A-ICPMS,Start_sep,Ho,PPM
Ho_Partial_ppm,Start_sep,Ho,PPM
Ho_Q-AR1MS_ppb_0_5,Start_sep,Ho,PPM
Ho_R,Start_sep,Ho,PPM
Ho_TMHF_ppm,Start_sep,Ho,PPM
Ho_TMSHF_ppm,Start_sep,Ho,PPM
Ho_Total_ppm,Start_sep,Ho,PPM
Ho_UNK_ppm,Start_sep,Ho,PPM
Ho_ppb,Start_sep,Ho,PPM
Ho_ppbMEMS23,Start_sep,Ho,PPM
Ho_ppm,Start_sep,Ho,PPM
Ho_ppm  AQR64,Start_sep,Ho,PPM
Ho_ppm_,Start_sep,Ho,PPM
Ho_ppm_0.01_4A/MS,Start_sep,Ho,PPM
Ho_ppm_4BWR,Start_sep,Ho,PPM
Ho_ppm_ARU25_MS,Start_sep,Ho,PPM
Ho_ppm_BEST,Start_sep,Ho,PPM
Ho_ppm_BESTEL,Start_sep,Ho,PPM
Ho_ppm_BEST_NAME,Start_sep,Ho,PPM
Ho_ppm_BEST_TOT,Start_sep,Ho,PPM
Ho_ppm_ICP,Start_sep,Ho,PPM
Ho_ppm_ME-MS89L,Start_sep,Ho,PPM
Ho_ppm_d,Start_sep,Ho,PPM
Holmium,Unmatched,NULL,NULL
Hoppm_AR25/MS,Start_Conc,Ho,PPM
Hoppm_B25/MS,Start_Conc,Ho,PPM
Hydrogen,Unmatched,NULL,NULL
Hydrogen %,Unmatched,NULL,NULL
Hydroxide,Unmatched,NULL,NULL
I,Exact,I,PPM
I +/-,Confidence,NULL,NULL
I ppm,Start_sep,I,PPM
I ppm 0.01 ME-MS23,Start_sep,I,PPM
I*10,Unmatched,NULL,NULL
I-ppm_ME-MS23,Start_sep,I,PPM
ICP40Q (Ag),Unmatched,NULL,NULL
ICP40Q (As),Unmatched,NULL,NULL
ICP40Q (Cu),Unmatched,NULL,NULL
ICP40Q (Pb),Unmatched,NULL,NULL
ICP40Q (Zn),Unmatched,NULL,NULL
ID No_101,Unmatched,NULL,NULL
ILLXInsit,Unmatched,NULL,NULL
ILMENITE__,Unmatched,NULL,NULL
IM,Unmatched,NULL,NULL
IND,Exact,In,PPM
IND AU,Start_sep,In,PPM
IND_1,Start_sep,In,PPM
IND_100,Start_sep,In,PPM
IN_AASMA_P,Start_sep,In,PPM
IN_AQR64_P,Start_sep,In,PPM
IN_AQR_ICP_UT_PPM,Start_sep,In,PPM
IN_AT_MS_p,Start_sep,In,PPM
IN_AT_MS_ppm,Start_sep,In,PPM
IN_HFOES_P,Start_sep,In,PPM
IN_ICPMSAR,Start_sep,In,PPM
IN_LIMIT,Confidence,NULL,NULL
IN_PPM_ARU,Start_sep,In,PPM
IR ppb 1H,Start_sep,Ir,PPB
IR-PPB,Start_sep,Ir,PPB
IR-PPM,Start_sep,Ir,PPB
IRNAAPPB20,Unmatched,NULL,NULL
IRNAAPPB30,Unmatched,NULL,NULL
IRNSF01PPB1,Unmatched,NULL,NULL
IRPPB,Start_Conc,Ir,PPB
IRPPBN,Start_Conc,Ir,PPB
IRPPM,Start_Conc,Ir,PPB
IR_871,Start_sep,Ir,PPB
IR_NAA1,Start_sep,Ir,PPB
IR_PPM_N,Start_sep,Ir,PPB
IR_UNKWN1,Start_sep,Ir,PPB
IR_UN_UN1,Start_sep,Ir,PPB
ISO <45um,Unmatched,NULL,NULL
ISO Brightness,Unmatched,NULL,NULL
ISO Bt,Unmatched,NULL,NULL
ISOMBt,Unmatched,NULL,NULL
ISObrightness,Unmatched,NULL,NULL
I_100,Start_sep,I,PPM
I_101,Start_sep,I,PPM
I_1011,Start_sep,I,PPM
I_9,Start_sep,I,PPM
I_AG_PPM,Start_sep,I,PPM
I_EL_ppb,Start_sep,I,PPM
I_Error,Confidence,NULL,NULL
I_Me,Start_sep,I,PPM
I_ppb,Start_sep,I,PPM
I_ppm,Start_sep,I,PPM
I_ppmMEMS23,Start_sep,I,PPM
Id_ME-MS61r,Unmatched,NULL,NULL
Id_ppm,Unmatched,NULL,NULL
IlHM,Unmatched,NULL,NULL
IlInsit,Unmatched,NULL,NULL
Il_%HM,Unmatched,NULL,NULL
Il_%insitu,Unmatched,NULL,NULL
Il_+0.2mm,Unmatched,NULL,NULL
Il_-0.2mm,Unmatched,NULL,NULL
Il_Head,Unmatched,NULL,NULL
Ilmenite,Unmatched,NULL,NULL
Ilmenite and/or magnesite,Unmatched,NULL,NULL
Ilmenite%,Unmatched,NULL,NULL
Ilmenite1,Unmatched,NULL,NULL
Ilmenite2,Unmatched,NULL,NULL
Ilmenite_Product,Unmatched,NULL,NULL
Ilmenite_pct_total_sample,Unmatched,NULL,NULL
ImportDate,Unmatched,NULL,NULL
In,Exact,In,PPM
In (0.005),Start_sep,In,PPM
In (ppb),Start_sep,In,PPM
In (ppm),Start_sep,In,PPM
In -  ICPMS,Start_sep,In,PPM
In 1,Start_sep,In,PPM
In A/MS,Start_sep,In,PPM
In MMI-M PPB,Start_sep,In,PPM
In ppb,Start_sep,In,PPM
In ppb 0.1 ME-MS23,Start_sep,In,PPM
In ppm,Start_sep,In,PPM
In ppm  HFICP,Start_sep,In,PPM
In ppm ME-MS41,Start_sep,In,PPM
In(CS),Start_sep,In,PPM
In(S),Start_sep,In,PPM
In*,Unmatched,NULL,NULL
In-1VE-ACME-0_02,Start_sep,In,PPM
In-ICP302-ULTRA-0_02,Start_sep,In,PPM
In-ICPMS,Start_sep,In,PPM
In-IMS40Q,Start_sep,In,PPM
In-Rp1,Start_sep,In,PPM
In-Rp2,Start_sep,In,PPM
In-ppb_ME-MS23,Start_sep,In,PPM
In-ppm,Start_sep,In,PPM
In-ppm_ME-MS61r,Start_sep,In,PPM
In0.5,Unmatched,NULL,NULL
In1,Start_num,In,PPM
In115,Start_num,In,PPM
In2,Start_num,In,PPM
InAR102ppm_005,Unmatched,NULL,NULL
InICP302ppm_02,Unmatched,NULL,NULL
InICP302ppm_05,Unmatched,NULL,NULL
InM50MS6ppm,Unmatched,NULL,NULL
InPPM,Start_Conc,In,PPM
InR1,Unmatched,NULL,NULL
InR2,Unmatched,NULL,NULL
InXXppm,Unmatched,NULL,NULL
In_,Start_sep,In,PPM
In_00MXB_ppm,Start_sep,In,PPM
In_1,Start_sep,In,PPM
In_100,Start_sep,In,PPM
In_101,Start_sep,In,PPM
In_102,Start_sep,In,PPM
In_103,Start_sep,In,PPM
In_2,Start_sep,In,PPM
In_20EX1_MS_ppm,Start_sep,In,PPM
In_4A/MS,Start_sep,In,PPM
In_4A/MS_ppm,Start_sep,In,PPM
In_4AMS_ppm,Start_sep,In,PPM
In_4HSIMS_ppm,Start_sep,In,PPM
In_9,Start_sep,In,PPM
In_AD02_SCAN_ppm,Start_sep,In,PPM
In_AQR64C_ppm,Start_sep,In,PPM
In_AQR64_ppm,Start_sep,In,PPM
In_AQRIMS_ppm,Start_sep,In,PPM
In_AR102_ppm,Start_sep,In,PPM
In_AR10MS_ppm,Start_sep,In,PPM
In_AR10_MS_ppm,Start_sep,In,PPM
In_AR25/MS_C,Start_sep,In,PPM
In_AR25/MS_F,Start_sep,In,PPM
