AttributeColumn,Match,Analyte,StdUnits
Ga_ppmpref,Start_sep,Ga,PPM
Gadolinium,Unmatched,NULL,NULL
GappmN,Start_Conc,Ga,PPM
Gappm_AR25/MS,Start_Conc,Ga,PPM
Gappm_B25/MS,Start_Conc,Ga,PPM
Garnet,Unmatched,NULL,NULL
Garnet_etc%,Unmatched,NULL,NULL
Garnet_pct_total_sample,Unmatched,NULL,NULL
GasLossMas,Unmatched,NULL,NULL
Gd,Exact,Gd,PPM
Gd  ppb,Start_sep,Gd,PPM
Gd (2),Start_sep,Gd,PPM
Gd (ppb),Start_sep,Gd,PPM
Gd (ppm),Start_sep,Gd,PPM
Gd -  ICPMS,Start_sep,Gd,PPM
Gd A/MS,Start_sep,Gd,PPM
Gd B/MS,Start_sep,Gd,PPM
Gd MMI-M PPB,Start_sep,Gd,PPM
Gd ppb,Start_sep,Gd,PPM
Gd ppb 0.1 ME-MS23,Start_sep,Gd,PPM
Gd ppb MS18,Start_sep,Gd,PPM
Gd ppm,Start_sep,Gd,PPM
Gd ppm  HFICP,Start_sep,Gd,PPM
Gd ppm II,Start_sep,Gd,PPM
Gd(100),Start_sep,Gd,PPM
Gd(CS),Start_sep,Gd,PPM
Gd(S),Start_sep,Gd,PPM
Gd-ICPMS,Start_sep,Gd,PPM
Gd-IMS40Q,Start_sep,Gd,PPM
Gd-Rp1,Start_sep,Gd,PPM
Gd-ppb_ME-MS23,Start_sep,Gd,PPM
Gd-ppm_ME-MS61r,Start_sep,Gd,PPM
Gd-ppm_ME-MS81,Start_sep,Gd,PPM
Gd1,Start_num,Gd,PPM
Gd158,Start_num,Gd,PPM
Gd1ppb,Unmatched,NULL,NULL
Gd2,Start_num,Gd,PPM
Gd2O3,Exact,Gd2O3,PPM
Gd2O3/Elmt to Ox %,Start_sep,Gd2O3,PPM
Gd2O3_CALC_ppm,Start_sep,Gd2O3,PPM
GdA/MSppm_01,Unmatched,NULL,NULL
GdA/MSppm_1,Unmatched,NULL,NULL
GdICP302ppm_2,Unmatched,NULL,NULL
GdICP304ppm_5,Unmatched,NULL,NULL
GdM50MSppm,Unmatched,NULL,NULL
GdM50MSppm_2,Unmatched,NULL,NULL
GdPPM,Start_Conc,Gd,PPM
GdR1,Unmatched,NULL,NULL
GdR2,Unmatched,NULL,NULL
Gd_,Start_sep,Gd,PPM
Gd_00MXB_ppm,Start_sep,Gd,PPM
Gd_00ZZZ_ppm,Start_sep,Gd,PPM
Gd_100,Start_sep,Gd,PPM
Gd_101,Start_sep,Gd,PPM
Gd_2,Start_sep,Gd,PPM
Gd_4A/MS_ppm,Start_sep,Gd,PPM
Gd_4AMS_ppm,Start_sep,Gd,PPM
Gd_9,Start_sep,Gd,PPM
Gd_ACID,Start_sep,Gd,PPM
Gd_AG_PPM,Start_sep,Gd,PPM
Gd_AQR64C_ppm,Start_sep,Gd,PPM
Gd_AQR64_ppm,Start_sep,Gd,PPM
Gd_AQR64_ppm_0_0_1,Start_sep,Gd,PPM
Gd_AQRICP_ppb_0_100,Start_sep,Gd,PPM
Gd_AQRICP_ppm_0_0_1,Start_sep,Gd,PPM
Gd_AR10MS_ppm,Start_sep,Gd,PPM
Gd_AR10_MS_ppm,Start_sep,Gd,PPM
Gd_AR25/MS_C,Start_sep,Gd,PPM
Gd_AR25/MS_F,Start_sep,Gd,PPM
Gd_AR25/MS_K,Start_sep,Gd,PPM
Gd_AR25/MS_ppm,Start_sep,Gd,PPM
Gd_AR25MS_ppm,Start_sep,Gd,PPM
Gd_AR25_ppm,Start_sep,Gd,PPM
Gd_ARU25MS_ppm,Start_sep,Gd,PPM
Gd_ATMS_ppm,Start_sep,Gd,PPM
Gd_AT_MS_p,Start_sep,Gd,PPM
Gd_AT_MS_ppm,Start_sep,Gd,PPM
Gd_B25/MS_ppb_0_50,Start_sep,Gd,PPM
Gd_B25MS_ppm,Start_sep,Gd,PPM
Gd_BG_MS_ppb,Start_sep,Gd,PPM
Gd_BVegMS_ppb,Start_sep,Gd,PPM
Gd_DXMS_ppm,Start_sep,Gd,PPM
Gd_EL_ppb,Start_sep,Gd,PPM
Gd_FB6MS_ppm,Start_sep,Gd,PPM
Gd_FP6MS_ppm,Start_sep,Gd,PPM
Gd_FSMS105_ppm,Start_sep,Gd,PPM
Gd_FUS,Start_sep,Gd,PPM
Gd_HFICPUT4_ppm,Start_sep,Gd,PPM
Gd_HFICP_ppm,Start_sep,Gd,PPM
Gd_HFICP_ppm_0_0_1,Start_sep,Gd,PPM
Gd_ICP302,Start_sep,Gd,PPM
Gd_ICP302_ppm,Start_sep,Gd,PPM
Gd_ICP304_ppm,Start_sep,Gd,PPM
Gd_ICP_ppm,Start_sep,Gd,PPM
Gd_IMS40Q,Start_sep,Gd,PPM
Gd_IMS40Q_,Start_sep,Gd,PPM
Gd_IMS40Q_0#1_1000_PPM,Start_sep,Gd,PPM
Gd_IMS40Q_PPM,Start_sep,Gd,PPM
Gd_LA,Start_sep,Gd,PPM
Gd_LA101_ppm,Start_sep,Gd,PPM
Gd_LA_ppm,Start_sep,Gd,PPM
Gd_LTBIMS_ppm,Start_sep,Gd,PPM
Gd_LowerLimit,Confidence,NULL,NULL
Gd_MA102_ppm,Start_sep,Gd,PPM
Gd_MA4031_ppm,Start_sep,Gd,PPM
Gd_MA40MS_ppm,Start_sep,Gd,PPM
Gd_MA40_MS,Start_sep,Gd,PPM
Gd_MA40_MS_ppm,Start_sep,Gd,PPM
Gd_MAICPMS_PPM,Start_sep,Gd,PPM
Gd_MA_PPM,Start_sep,Gd,PPM
Gd_ME-MS61r,Start_sep,Gd,PPM
Gd_ME-MS81_ppm,Start_sep,Gd,PPM
Gd_ME_MS85_ppm,Start_sep,Gd,PPM
Gd_MMI_M_ppb,Start_sep,Gd,PPM
Gd_MS,Start_sep,Gd,PPM
Gd_MS81,Start_sep,Gd,PPM
Gd_Me,Start_sep,Gd,PPM
Gd_PPM_4A-ICPMS,Start_sep,Gd,PPM
Gd_Partial_ppm,Start_sep,Gd,PPM
Gd_Q-AR1MS_ppb_0_10,Start_sep,Gd,PPM
Gd_Q-AR1MS_ppb_0_100,Start_sep,Gd,PPM
Gd_R,Start_sep,Gd,PPM
Gd_Rpt0_ICP302_ppm,Start_sep,Gd,PPM
Gd_TMHF_ppm,Start_sep,Gd,PPM
Gd_TMSHF_ppm,Start_sep,Gd,PPM
Gd_Total_ppm,Start_sep,Gd,PPM
Gd_UNK_ppm,Start_sep,Gd,PPM
Gd_Unkn_Unkn_0,Start_sep,Gd,PPM
Gd__ppb,Start_sep,Gd,PPM
Gd_ppb,Start_sep,Gd,PPM
Gd_ppbMEMS23,Start_sep,Gd,PPM
Gd_ppb_BEST,Start_sep,Gd,PPM
Gd_ppb_BGMS,Start_sep,Gd,PPM
Gd_ppm,Start_sep,Gd,PPM
Gd_ppm  AQR64,Start_sep,Gd,PPM
Gd_ppm_,Start_sep,Gd,PPM
Gd_ppm_0.01_4A/MS,Start_sep,Gd,PPM
Gd_ppm_4BWR,Start_sep,Gd,PPM
Gd_ppm_ARU25_MS,Start_sep,Gd,PPM
Gd_ppm_BEST,Start_sep,Gd,PPM
Gd_ppm_BESTEL,Start_sep,Gd,PPM
Gd_ppm_BEST_NAME,Start_sep,Gd,PPM
Gd_ppm_BEST_TOT,Start_sep,Gd,PPM
Gd_ppm_ICP,Start_sep,Gd,PPM
Gd_ppm_ME-MS89L,Start_sep,Gd,PPM
Gd_ppm_d,Start_sep,Gd,PPM
Gdppm_AR25/MS,Start_Conc,Gd,PPM
Gdppm_B25/MS,Start_Conc,Gd,PPM
Ge,Exact,Ge,PPM
Ge (0.05),Start_sep,Ge,PPM
Ge (ppm),Start_sep,Ge,PPM
Ge 1,Start_sep,Ge,PPM
Ge A/MS,Start_sep,Ge,PPM
Ge ppb 0.1 ME-MS23,Start_sep,Ge,PPM
Ge ppm,Start_sep,Ge,PPM
Ge ppm  HFICP,Start_sep,Ge,PPM
Ge ppm ME-MS41,Start_sep,Ge,PPM
Ge ppm MS61,Start_sep,Ge,PPM
Ge(CS),Start_sep,Ge,PPM
Ge(S),Start_sep,Ge,PPM
Ge-1VE-ACME-0_01,Start_sep,Ge,PPM
Ge-Rp1,Start_sep,Ge,PPM
Ge-ppb_ME-MS23,Start_sep,Ge,PPM
Ge-ppm,Start_sep,Ge,PPM
Ge-ppm_ME-MS61r,Start_sep,Ge,PPM
Ge1,Start_num,Ge,PPM
Ge2,Start_num,Ge,PPM
Ge3,Start_num,Ge,PPM
Ge73,Start_num,Ge,PPM
GeM50MSppm,Unmatched,NULL,NULL
GePPM,Start_Conc,Ge,PPM
GeR1,Unmatched,NULL,NULL
GeR2,Unmatched,NULL,NULL
GeXXppm,Unmatched,NULL,NULL
Ge_,Start_sep,Ge,PPM
Ge_1,Start_sep,Ge,PPM
Ge_100,Start_sep,Ge,PPM
Ge_101,Start_sep,Ge,PPM
Ge_102,Start_sep,Ge,PPM
Ge_2,Start_sep,Ge,PPM
Ge_4A/MS,Start_sep,Ge,PPM
Ge_4A/MS_ppm,Start_sep,Ge,PPM
Ge_4AMS_ppm,Start_sep,Ge,PPM
Ge_4HSIMS_ppm,Start_sep,Ge,PPM
Ge_9,Start_sep,Ge,PPM
Ge_AD02_SCAN_ppm,Start_sep,Ge,PPM
Ge_AQR64C_ppm,Start_sep,Ge,PPM
Ge_AQR64_ppm,Start_sep,Ge,PPM
Ge_AQR64_ppm_0_0_1,Start_sep,Ge,PPM
Ge_AQRICP_ppm_0_0_1,Start_sep,Ge,PPM
Ge_AR_ppm,Start_sep,Ge,PPM
Ge_BVegMS_ppm,Start_sep,Ge,PPM
Ge_DL,Start_sep,Ge,PPM
Ge_EL_ppb,Start_sep,Ge,PPM
Ge_HEAD,Start_sep,Ge,PPM
Ge_HFICPUT4_ppm,Start_sep,Ge,PPM
Ge_HFICP_ppm,Start_sep,Ge,PPM
Ge_HFICP_ppm_0_0_1,Start_sep,Ge,PPM
Ge_ICP_ppm,Start_sep,Ge,PPM
Ge_LA101_ppm,Start_sep,Ge,PPM
Ge_LTBIMS_ppm,Start_sep,Ge,PPM
Ge_MA-ICPMS-AES_ppm,Start_sep,Ge,PPM
Ge_MA4031_ppm,Start_sep,Ge,PPM
Ge_MA40MS_ppm,Start_sep,Ge,PPM
Ge_MA40_MS,Start_sep,Ge,PPM
Ge_MA40_MS_1,Start_sep,Ge,PPM
Ge_MA40_MS_ppm,Start_sep,Ge,PPM
Ge_MAR01M_ppm,Start_sep,Ge,PPM
Ge_ME-MS41,Start_sep,Ge,PPM
Ge_ME-MS41_ppm,Start_sep,Ge,PPM
Ge_ME-MS61,Start_sep,Ge,PPM
Ge_ME-MS61_ppm,Start_sep,Ge,PPM
Ge_ME-MS61r,Start_sep,Ge,PPM
Ge_MEMS41_ppm,Start_sep,Ge,PPM
Ge_MEMS61_ppm,Start_sep,Ge,PPM
Ge_MEMS61_ppm_DSC,Start_sep,Ge,PPM
Ge_MEMS61_ppm_dsc,Start_sep,Ge,PPM
Ge_ME_MS41_ppm,Start_sep,Ge,PPM
Ge_ME_MS61L_ppm,Start_sep,Ge,PPM
Ge_ME_MS61_ppm,Start_sep,Ge,PPM
Ge_MMA01MS_ppm,Start_sep,Ge,PPM
Ge_MS,Start_sep,Ge,PPM
Ge_MS61,Start_sep,Ge,PPM
Ge_MS61_ppm,Start_sep,Ge,PPM
Ge_MS_ppm,Start_sep,Ge,PPM
Ge_Mar01_ppm,Start_sep,Ge,PPM
Ge_Me,Start_sep,Ge,PPM
Ge_Meth,Start_sep,Ge,PPM
Ge_Partial_ppm,Start_sep,Ge,PPM
Ge_TMHF_ppm,Start_sep,Ge,PPM
Ge_TMSHF_ppm,Start_sep,Ge,PPM
Ge_Total_ppm,Start_sep,Ge,PPM
Ge_UNKN_ppm,Start_sep,Ge,PPM
Ge_ppb,Start_sep,Ge,PPM
Ge_ppbMEMS23,Start_sep,Ge,PPM
Ge_ppm,Start_sep,Ge,PPM
Ge_ppm  AQR64,Start_sep,Ge,PPM
Ge_ppm (0.05ppm),Start_sep,Ge,PPM
Ge_ppm_,Start_sep,Ge,PPM
Ge_ppm_0.1_4A/MS,Start_sep,Ge,PPM
Ge_ppm_1FMS,Start_sep,Ge,PPM
Ge_ppm_4A_MS,Start_sep,Ge,PPM
Ge_ppm_BEST,Start_sep,Ge,PPM
Ge_ppm_BESTEL,Start_sep,Ge,PPM
Ge_ppm_BEST_NAME,Start_sep,Ge,PPM
Ge_ppm_BEST_TOT,Start_sep,Ge,PPM
Ge_ppm_ME-MS41,Start_sep,Ge,PPM
Ge_ppm_ME-MS41L,Start_sep,Ge,PPM
Ge_ppm_ME-MS61L,Start_sep,Ge,PPM
Ge_ppm_ME-MS89L,Start_sep,Ge,PPM
Ge_ppm_MS41L,Start_sep,Ge,PPM
Ge_ppmpref,Start_sep,Ge,PPM
GenericMethod,Unmatched,NULL,NULL
Gibbsite_INTERP_11,Unmatched,NULL,NULL
GoeCALC_%,Unmatched,NULL,NULL
Goethite,Unmatched,NULL,NULL
Goethite FeO(OH),Unmatched,NULL,NULL
Gold,Exact,Au,PPM
Gold (Au),Start_sep,Au,PPM
Gold (Av_ppb),Start_sep,Au,PPM
Gold (ppb),Start_sep,Au,PPM
Gold (ppm),Start_sep,Au,PPM
Gold 1,Start_sep,Au,PPM
Gold 1 (ppb),Start_sep,Au,PPM
Gold 2,Start_sep,Au,PPM
Gold 2 (pb),Start_sep,Au,PPM
Gold 3,Start_sep,Au,PPM
Gold Ave,Start_sep,Au,PPM
Gold Ave.,Start_sep,Au,PPM
Gold Avg,Start_sep,Au,PPM
Gold B/ETA,Start_sep,Au,PPM
Gold B/ETA _repeat,Start_sep,Au,PPM
Gold ICP_0.04,Start_sep,Au,PPM
Gold MCL ICP_0.05,Start_sep,Au,PPM
Gold R,Start_sep,Au,PPM
Gold Repeat (ppb),Start_sep,Au,PPM
Gold b*eta,Start_sep,Au,PPM
Gold b*eta _0.01,Start_sep,Au,PPM
Gold g/t,Start_sep,Au,PPM
Gold ppb,Start_sep,Au,PPM
Gold ppb (pm225),Start_sep,Au,PPM
Gold rep-1(ppb),Start_sep,Au,PPM
Gold rep-2(ppb),Start_sep,Au,PPM
Gold1,Start_num,Au,PPM
Gold2,Start_num,Au,PPM
Gold_1,Start_sep,Au,PPM
Gold_2,Start_sep,Au,PPM
Gold_2 ppm,Start_sep,Au,PPM
Gold_Grade,Start_sep,Au,PPM
Gold_ppb,Start_sep,Au,PPM
Gold_repeat,Start_sep,Au,PPM
Grade Au,Unmatched,NULL,NULL
Grade g/t,Unmatched,NULL,NULL
Grade_ppb,Unmatched,NULL,NULL
Grainsize,Unmatched,NULL,NULL
GramMetre,Unmatched,NULL,NULL
Grand_Total,Unmatched,NULL,NULL
Graphitic Carbon,Unmatched,NULL,NULL
Gravel,Unmatched,NULL,NULL
Grey_pct,Unmatched,NULL,NULL
GridName,Unmatched,NULL,NULL
Grind,Unmatched,NULL,NULL
Grind_Pass_pct,Unmatched,NULL,NULL
Grind_pct,Unmatched,NULL,NULL
Grit,Unmatched,NULL,NULL
Gross Claorific Value % (adb),Unmatched,NULL,NULL
Gross Claorific Value % (ar),Unmatched,NULL,NULL
Gross Claorific Value % (db),Unmatched,NULL,NULL
Gypsum,Unmatched,NULL,NULL
Gypsum%,Unmatched,NULL,NULL
Gypsum_INTERP_11,Unmatched,NULL,NULL
Gypsum_Purity,Unmatched,NULL,NULL
Gypusm_calc,Unmatched,NULL,NULL
H.M.,Unmatched,NULL,NULL
H.M.%,Unmatched,NULL,NULL
H.M._Pct,Unmatched,NULL,NULL
H.M_pct,Unmatched,NULL,NULL
H20%,Unmatched,NULL,NULL
H20+,Unmatched,NULL,NULL
H20_,Unmatched,NULL,NULL
H2O,Exact,H2O,PCT
H2O  (100),Start_sep,H2O,PCT
H2O%,Start_sep,H2O,PCT
H2O(c),Start_sep,H2O,PCT
H2O-,Start_sep,H2O,PCT
H2OGRAVpct_01,Unmatched,NULL,NULL
H2O_,Start_sep,H2O,PCT
H2O_Unkn_Unkn_0,Start_sep,H2O,PCT
H2O_XRF78L_pct,Start_sep,H2O,PCT
H2O_pc,Start_sep,H2O,PCT
H2Oneg,Exact,H2Oneg,PCT
H2Oneg_ppm_,Start_sep,H2Oneg,PCT
H2Opos,Exact,H2Opos,PCT
H2Opos_ppm_,Start_sep,H2Opos,PCT
HAuUS,Unmatched,NULL,NULL
HCO3,Unmatched,NULL,NULL
HCO3-aq_mg/L,Unmatched,NULL,NULL
HCO3_PPM,Unmatched,NULL,NULL
HCl,Unmatched,NULL,NULL
HCl_Reactivity,Unmatched,NULL,NULL
HE_Al,Unmatched,NULL,NULL
HE_Co,Unmatched,NULL,NULL
HE_Cr,Unmatched,NULL,NULL
HE_Cu,Unmatched,NULL,NULL
HE_Fe,Unmatched,NULL,NULL
HE_Mg,Unmatched,NULL,NULL
HE_Mn,Unmatched,NULL,NULL
HE_Ni,Unmatched,NULL,NULL
HE_Zn,Unmatched,NULL,NULL
HF ppm 1H,Start_sep,Hf,PPM
HF-PPM,Start_sep,Hf,PPM
HFICP302PPM_2,Unmatched,NULL,NULL
HFNAAPPM1,Unmatched,NULL,NULL
HFNAAPPM_5,Unmatched,NULL,NULL
HFPPM,Start_Conc,Hf,PPM
HFPPMN,Start_Conc,Hf,PPM
HF_871,Start_sep,Hf,PPM
HF_AA9,Start_sep,Hf,PPM
HF_AA9_PPM,Start_sep,Hf,PPM
HF_AASMA_P,Start_sep,Hf,PPM
HF_AQR64_P,Start_sep,Hf,PPM
HF_ARM133_,Start_sep,Hf,PPM
HF_ATMS_P,Start_sep,Hf,PPM
HF_AT_MS_p,Start_sep,Hf,PPM
HF_AT_MS_ppm,Start_sep,Hf,PPM
HF_FUS,Start_sep,Hf,PPM
HF_HFOES_P,Start_sep,Hf,PPM
HF_ICPMS,Start_sep,Hf,PPM
HF_ICPMSAR,Start_sep,Hf,PPM
HF_ICPMSMA,Start_sep,Hf,PPM
HF_LIMIT,Confidence,NULL,NULL
HF_NAA1,Start_sep,Hf,PPM
HF_PPM_ARU,Start_sep,Hf,PPM
HF_UNKWN1,Start_sep,Hf,PPM
HF_UN_UN1,Start_sep,Hf,PPM
HG ppm 1H,Start_sep,Hg,PPM
HG(PPB),Start_sep,Hg,PPM
HG1AR102PPM_01,Unmatched,NULL,NULL
HG1AR305PPM_01,Unmatched,NULL,NULL
HGAR102PPM_01,Unmatched,NULL,NULL
HGAR305PPM_01,Unmatched,NULL,NULL
HGI Humidity,Unmatched,NULL,NULL
HGI Moist. +600 um,Unmatched,NULL,NULL
HGI Moist. -4mm,Unmatched,NULL,NULL
HGI Yields,Unmatched,NULL,NULL
HGNAAPPM1,Unmatched,NULL,NULL
HGNAAPPM5,Unmatched,NULL,NULL
HGP00,Unmatched,NULL,NULL
HGP87Q0H,Unmatched,NULL,NULL
HG_010,Start_sep,Hg,PPM
HG_AQR64_P,Start_sep,Hg,PPM
HG_AR-ICPM,Start_sep,Hg,PPM
HG_ARM133_,Start_sep,Hg,PPM
HG_CV,Start_sep,Hg,PPM
HG_DATA,Start_sep,Hg,PPM
HG_HFOES_P,Start_sep,Hg,PPM
HG_ICPMSAR,Start_sep,Hg,PPM
HG_LIMIT,Confidence,NULL,NULL
HG_TL6_PPB,Start_sep,Hg,PPM
HG__PPB_,Start_sep,Hg,PPM
HH XRF (Fe%)_1,Unmatched,NULL,NULL
HH XRF (Fe%)_2,Unmatched,NULL,NULL
HH XRF (Ni%),Unmatched,NULL,NULL
HM,Exact,HM,PCT
HM in ground,Start_sep,HM,PCT
HM in sand,Start_sep,HM,PCT
HM%,Start_sep,HM,PCT
HM%-3.3mm,Start_sep,HM,PCT
HM%-Heavy Mineral,Start_sep,HM,PCT
HM%_vis,Start_sep,HM,PCT
HM2_%,Unmatched,NULL,NULL
HMCL,Unmatched,NULL,NULL
HMEst_Pct,Unmatched,NULL,NULL
HMInReceivedWtPerc,Unmatched,NULL,NULL
HMInSandWtPerc,Unmatched,NULL,NULL
HMReceived_WtPerc,Unmatched,NULL,NULL
HM_%,Start_sep,HM,PCT
HM_%_dups,Start_sep,HM,PCT
HM_%_repeats,Start_sep,HM,PCT
HM_ACT_%,Start_sep,HM,PCT
HM_EST_%,Start_sep,HM,PCT
HM_IN_SAND,Start_sep,HM,PCT
HM_Lab,Start_sep,HM,PCT
HM_PCT,Start_sep,HM,PCT
HM_RECEIVED,Start_sep,HM,PCT
HM_SAND,Start_sep,HM,PCT
HM_corr%,Start_sep,HM,PCT
HM_est,Start_sep,HM,PCT
HM_pct,Start_sep,HM,PCT
HM_wt%,Start_sep,HM,PCT
HM_wt%_actual,Start_sep,HM,PCT
HM_wt%_estimated,Start_sep,HM,PCT
HMinReceived,Unmatched,NULL,NULL
HMinSand,Unmatched,NULL,NULL
HMpc,Unmatched,NULL,NULL
HOICP302PPM_02,Unmatched,NULL,NULL
HOLEID,Unmatched,NULL,NULL
HO_871,Start_sep,Ho,PPM
HO_AA9,Start_sep,Ho,PPM
HO_AA9_PPM,Start_sep,Ho,PPM
HO_AQR64_P,Start_sep,Ho,PPM
HO_ARM133_,Start_sep,Ho,PPM
HO_HFOES_P,Start_sep,Ho,PPM
HO_LIMIT,Confidence,NULL,NULL
HO_PPM_M104,Start_sep,Ho,PPM
HREE,Unmatched,NULL,NULL
H_ADB,Unmatched,NULL,NULL
H_DB,Unmatched,NULL,NULL
H_M__Pct,Unmatched,NULL,NULL
H_M_pct,Unmatched,NULL,NULL
H_ad,Unmatched,NULL,NULL
Haematite,Unmatched,NULL,NULL
Handheld_XRF_Fe,Unmatched,NULL,NULL
Hardgrove Index,Unmatched,NULL,NULL
Hardness,Unmatched,NULL,NULL
Has_Duplicate,Unmatched,NULL,NULL
Head Al,Unmatched,NULL,NULL
Head Co,Unmatched,NULL,NULL
Head Cr,Unmatched,NULL,NULL
Head Cu,Unmatched,NULL,NULL
Head Fe,Unmatched,NULL,NULL
Head Grade Al2O3,Unmatched,NULL,NULL
Head Grade CaO,Unmatched,NULL,NULL
Head Grade Cr,Unmatched,NULL,NULL
Head Grade Fe,Unmatched,NULL,NULL
Head Grade Fe3O4,Unmatched,NULL,NULL
Head Grade K2O,Unmatched,NULL,NULL
Head Grade LOI1000,Unmatched,NULL,NULL
Head Grade MgO,Unmatched,NULL,NULL
Head Grade Mn,Unmatched,NULL,NULL
Head Grade Na,Unmatched,NULL,NULL
Head Grade P,Unmatched,NULL,NULL
Head Grade S,Unmatched,NULL,NULL
Head Grade SiO2,Unmatched,NULL,NULL
Head Grade TiO2,Unmatched,NULL,NULL
Head Grade V,Unmatched,NULL,NULL
Head Grade Zn,Unmatched,NULL,NULL
Head Mg,Unmatched,NULL,NULL
Head Mn,Unmatched,NULL,NULL
Head Ni,Unmatched,NULL,NULL
Head Zn,Unmatched,NULL,NULL
Head-Al2O3,Unmatched,NULL,NULL
Head-As,Unmatched,NULL,NULL
Head-CaO,Unmatched,NULL,NULL
Head-Co,Unmatched,NULL,NULL
Head-Cr2O3,Unmatched,NULL,NULL
Head-Cu,Unmatched,NULL,NULL
Head-Fe,Unmatched,NULL,NULL
Head-K2O,Unmatched,NULL,NULL
Head-LOI,Unmatched,NULL,NULL
Head-MgO,Unmatched,NULL,NULL
Head-Mn,Unmatched,NULL,NULL
Head-Na2O,Unmatched,NULL,NULL
Head-Ni,Unmatched,NULL,NULL
Head-P,Unmatched,NULL,NULL
Head-S,Unmatched,NULL,NULL
Head-SiO2,Unmatched,NULL,NULL
Head-TiO2,Unmatched,NULL,NULL
Head-Zn,Unmatched,NULL,NULL
Head_Al,Unmatched,NULL,NULL
Head_Al2O3_pct,Unmatched,NULL,NULL
Head_CaO_pct,Unmatched,NULL,NULL
Head_Co,Unmatched,NULL,NULL
Head_Cr,Unmatched,NULL,NULL
Head_Cu,Unmatched,NULL,NULL
Head_Fe,Unmatched,NULL,NULL
Head_Fe_pct,Unmatched,NULL,NULL
Head_K2O_pct,Unmatched,NULL,NULL
Head_LOI_pct,Unmatched,NULL,NULL
Head_Mg,Unmatched,NULL,NULL
Head_MgO_pct,Unmatched,NULL,NULL
Head_Mn,Unmatched,NULL,NULL
Head_Mn_pct,Unmatched,NULL,NULL
Head_Na2O_pct,Unmatched,NULL,NULL
Head_Ni,Unmatched,NULL,NULL
Head_P_pct,Unmatched,NULL,NULL
Head_S_pct,Unmatched,NULL,NULL
Head_SiO2_pct,Unmatched,NULL,NULL
Head_TiO2_pct,Unmatched,NULL,NULL
Head_V2O5_pct,Unmatched,NULL,NULL
Head_Zn,Unmatched,NULL,NULL
Head_Zn_pct,Unmatched,NULL,NULL
Heavy Mineral,Unmatched,NULL,NULL
Heavy_Mineral,Unmatched,NULL,NULL
Hematite,Unmatched,NULL,NULL
Hematite Fe2O3,Unmatched,NULL,NULL
Hf,Exact,Hf,PPM
Hf (0.1),Start_sep,Hf,PPM
Hf (ppb),Start_sep,Hf,PPM
Hf (ppm),Start_sep,Hf,PPM
Hf -   ICPMS,Start_sep,Hf,PPM
Hf 1,Start_sep,Hf,PPM
Hf A/MS,Start_sep,Hf,PPM
Hf Confidance 2SD,Confidence,NULL,NULL
Hf Confidance 2SD 2 ?,Confidence,NULL,NULL
Hf Error,Confidence,NULL,NULL
Hf Error 2 ?,Confidence,NULL,NULL
Hf ppb,Start_sep,Hf,PPM
Hf ppb 0.5 ME-MS23,Start_sep,Hf,PPM
Hf ppm,Start_sep,Hf,PPM
Hf ppm  HFICP,Start_sep,Hf,PPM
Hf ppm II,Start_sep,Hf,PPM
Hf ppm ME-MS41,Start_sep,Hf,PPM
Hf(100),Start_sep,Hf,PPM
Hf(CS),Start_sep,Hf,PPM
Hf(S),Start_sep,Hf,PPM
Hf-1VE-ACME-0_001,Start_sep,Hf,PPM
Hf-ICPMS,Start_sep,Hf,PPM
Hf-IMS40Q,Start_sep,Hf,PPM
Hf-Rp1,Start_sep,Hf,PPM
Hf-ppb_ME-MS23,Start_sep,Hf,PPM
Hf-ppm,Start_sep,Hf,PPM
Hf-ppm_ME-MS61r,Start_sep,Hf,PPM
Hf-ppm_ME-MS81,Start_sep,Hf,PPM
Hf1,Start_num,Hf,PPM
Hf178,Start_num,Hf,PPM
Hf2,Start_num,Hf,PPM
Hf3,Start_num,Hf,PPM
HfA/MSppm_01,Unmatched,NULL,NULL
HfGN801ppm_5,Unmatched,NULL,NULL
HfICP302ppm_2,Unmatched,NULL,NULL
HfM50MSppm,Unmatched,NULL,NULL
HfM50MSppm_2,Unmatched,NULL,NULL
HfN701ppm_5,Unmatched,NULL,NULL
HfNAAppm,Unmatched,NULL,NULL
HfNAAppm_5,Unmatched,NULL,NULL
HfO,Exact,HfO,PCT
HfO2,Start_num,HfO,PCT
HfO2%,Unmatched,NULL,NULL
HfO2_pct,Unmatched,NULL,NULL
HfO2_ppm,Unmatched,NULL,NULL
HfO_pct,Start_sep,HfO,PCT
HfR1,Unmatched,NULL,NULL
HfR2,Unmatched,NULL,NULL
Hf_+/-,Confidence,NULL,NULL
Hf_1,Start_sep,Hf,PPM
Hf_100,Start_sep,Hf,PPM
Hf_101,Start_sep,Hf,PPM
Hf_102,Start_sep,Hf,PPM
Hf_2,Start_sep,Hf,PPM
Hf_4A/MS,Start_sep,Hf,PPM
Hf_4A/MS_ppm,Start_sep,Hf,PPM
Hf_4AMS_ppm,Start_sep,Hf,PPM
Hf_4HSIMS_ppm,Start_sep,Hf,PPM
Hf_9,Start_sep,Hf,PPM
Hf_AD02_SCAN_ppm,Start_sep,Hf,PPM
Hf_AMS_ppm,Start_sep,Hf,PPM
Hf_AQR64C_ppm,Start_sep,Hf,PPM
Hf_AQR64_ppm,Start_sep,Hf,PPM
